Type,ID,Points,Question,Correct Answer,Choice 1,Choice 2,Choice 3,Choice 4,Choice 5,Choice 6,Choice 7,Choice 8,Choice 9,Choice 10,Explanation
MC,634936,"","<p>For the binary search algorithm implemented on a sorted list stored in an array, what is its running time?</p>",B,<p>O(1)</p>,<p>O(log<sub>2&nbsp;</sub>n)</p>,<p>O(n)</p>,<p>O(n log<sub>2</sub> n)</p>,<p>O(n<sup>2</sup>)</p>,"","","","","","<p>Binary search repeately ""throws away"" half of the list still under investigation when looking for a given value in the list. &nbsp;Hence the run time of the algorithm is the number of times a values can be divided in two, until one reaches the value 1: O(log<sub>2</sub> n)</p>"
MC,633218,"","
<p>Suppose we're modeling a person with just name and age. The notation {""Javier"", 31} refers to a 31-year-old named Javier. Now, suppose we have this collection of five people:</p>
<p>{""Lupe"", 29}</p>
<p>{""Dean"", 29}</p>
<p>{""Lars"", 28}</p>
<p>{""Javier"", 31}</p>
<p>{""Di"", 28}</p>
<p>Which of the following ordered collections is the result of applying a <em>stable</em> sort to this collection, where the sorting criteria orders by age?</p>
",B,"<p>{""Javier"", 31}<br>{""Dean"", 29}<br>{""Lupe"", 29}<br>{""Di"", 28}<br>{""Lars"", 28}</p>","<p>{""Javier"", 31}<br>{""Lupe"", 29}<br>{""Dean"", 29}<br>{""Lars"", 28}<br>{""Di"", 28}</p>","
<p>{""Lars"", 28}<br>{""Di"", 28}</p>
<p>{""Dean"", 29}</p>
<p>{""Lupe"", 29}<br>{""Javier"", 31}</p>
","
<p>{""Lars"", 28}<br>{""Di"", 28}<br>{""Dean"", 29}</p>
<p>{""Lupe"", 29}<br>{""Javier"", 31}</p>
","
<p>{""Di"", 28}</p>
<p>{""Lars"", 28}<br>{""Dean"", 29}</p>
<p>{""Lupe"", 29}<br>{""Javier"", 31}</p>
","","","","","","<p>A stable sort preserves the relative order of elements with the same keys. Thus, Lupe must appear before Dean and Lars must appear before Di. Only the correct answer maintains this order.</p>"
MC,632268,"",<p>Which data structure&nbsp;provides direct access to elements using indexes?</p>,A,<p>an array</p>,<p>a linked list</p>,<p>both</p>,<p>neither</p>,,"","","","","","<p>If you declare an array in languages that have them, such as Pascal, C, C++, Java, etc., you can access an element of the array by giving the index of the value to be retrieved.&nbsp;</p>"
MC,632247,"","
<p>The <code>StackADT</code>'s&nbsp;<code>pop</code> operation:</p>
<p></p>
",C,<p>adds a new item at the bottom of the Stack</p>,<p>returns without removing the top item on the&nbsp;Stack</p>,<p>removes and returns the top item on the Stack</p>,<p>adds a new item at the top of the Stack</p>,<p>returns true if the Stack is empty and&nbsp;otherwise false</p>,"","","","","","<p>""pop"" is the traditional term for removing an element from a stack. By definition, the element removed from a stack is always the one that was added most recently, or the one at the ""top.""</p>"
MC,632315,"",<p>The dequeue operation:</p>,C,<p>&nbsp;adds a new item at the front of a queue</p>,<p>returns without removing the item at the front of a queue</p>,<p>removes and returns the item at the front of a queue</p>,<p>adds a new item at the end of a queue</p>,<p>returns true if a queue is empty and&nbsp;otherwise false</p>,"","","","","","<p>dequeue is the name for the operation that removes an element from a queue. Specifically, it removes the item that was added *first* (just as the first person in a line gets served first).&nbsp;</p>"
MC,632174,"","
<p>What does this function do?</p>
<p>void iFunction(char sz[])</p>
<p>{</p>
<p>&nbsp;&nbsp;&nbsp;&nbsp; int iLen = 0;</p>
<p>&nbsp;&nbsp;&nbsp;&nbsp; while ( sz[iLen])</p>
<p>&nbsp;&nbsp;&nbsp;&nbsp;&nbsp; sz[iLen++] = '-';</p>
<p>}</p>
",C,<p>Copies a string</p>,"
<p>Finds and returns a character in a string</p>
","
<p>Replaces all letters in a string with - characters</p>
",<p>Finds the length of a string </p>,<p>&nbsp;Finds and returns the end of a string</p>,"","","","","","<p>The Function iterates through the array to the end, replacing each character with the ""-"" character</p>"
MC,632095,"","
<p>What will be printed?</p>
<p>public static void main(String [] args){</p>
<p>&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp; int[] array = {1, 2, 3, 4, 1, 2, 3, 4};</p>
<p>&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp; System.out.print( specialSum(array, 3));</p>
<p>}</p>
<p>public static int specialSum (int[] integerArray , int index){</p>
<p>&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp; int sum = index % 2 ==0 ? integerArray [index]*2 : integerArray [index] +1;</p>
<p>&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp; if( index == 0) return sum;</p>
<p>&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp; return sum + specialSum(integerArray, index-1);</p>
<p>}</p>
",A,<p>16</p>,<p>32</p>,<p>15</p>,<p>30</p>,,"","","","","",<p>15</p>
MC,635077,"","
<p>Consider this code segment:</p>
<pre lang=""text/x-java"">boolean x = false;
boolean y = true;
boolean z = true;
System.out.println( (x || !y) &amp;&amp; (!x || z) );
</pre>
<p>&nbsp;</p>
<p>What value is printed?</p>
",B,<p>true</p>,<p>false</p>,"<p>Nothing, there is a syntax error</p>",,,"","","","","","<p>Since <code>x</code> is false and <code>y</code> is true, <code>(x || !y)</code> is false. &nbsp;This forces the entire expression to be false, because of the <code>&amp;&amp;</code> operator.</p>"
MC,632165,"","
<p>What is output by the code shown in the question below. Think aboutit carefully - it may be a bit tricky!</p>
<p>void main(void)</p>
<p>{</p>
<p>&nbsp;&nbsp;&nbsp;&nbsp; static int aiTable[10] = {0,1,2,3,4,5,6,7,8,9};</p>
<p>&nbsp;&nbsp;&nbsp;&nbsp; int i;</p>
<p>&nbsp;&nbsp;&nbsp;&nbsp; for(i = 0; i &lt; 10; i++)</p>
<p>&nbsp;&nbsp;&nbsp;&nbsp; {</p>
<p>&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp; if( !(aiTable[i] % 2))</p>
<p>&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp; printf(""%d"", aiTable[i]);</p>
<p>&nbsp;&nbsp;&nbsp;&nbsp; }</p>
<p>}</p>
",A,<p>02468</p>,<p>13579</p>,<p>01234</p>,<p>56789</p>,<p>0123456789</p>,"","","","","","
<p>Modulus is the remainder of integer division of two numbers with the result placed somewhere.</p>
<p>The modulus function of a and b, a being the dividend and b being the divisor, is a - int(a/b) * b.</p>
<p>For example, using integer results...</p>
<p>47/4 = 11<br>47%4 = 3</p>
<p>Check it: 47 = 11*4 + 3</p>
<p>Source http://wiki.answers.com/Q/What_is_the_difference_between_division_and_modulus_in_%27C%27_language</p>
<p>In this case the negatively phrased line of code ""if( !(aiTable[i] % 2))"" is an alternative way of&nbsp; expressing the more common phrasing of a modulus arithmetic expression as given below</p>
<p>If you wanted to know if a number was odd or even, you could use modulus to quickly tell you by asking for the remainder of the number when divided by 2.</p>
<p>#include &lt;iostream&gt;</p>
<p>using namespace std;</p>
<p>int main()</p>
<p>{</p>
<p>&nbsp;&nbsp;&nbsp;&nbsp;&nbsp; int num;</p>
<p>&nbsp;&nbsp;&nbsp;&nbsp; cin &gt;&gt; num;</p>
<p>&nbsp;&nbsp;&nbsp;&nbsp; // num % 2 computes the remainder when num is divided by 2</p>
<p>&nbsp;&nbsp;&nbsp;&nbsp; if ( num % 2 == 0 )</p>
<p>&nbsp;&nbsp;&nbsp;&nbsp; {</p>
<p>&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp; cout &lt;&lt; num &lt;&lt; "" is even "";</p>
<p>&nbsp;&nbsp;&nbsp;&nbsp; }</p>
<p>return 0;</p>
<p>}</p>
<p>The key line is the one that performs the modulus operation: ""num % 2 == 0"". A number is even if and only if it is divisible by two, and a number is divisible by another only if there is no remainder.</p>
<p>source: http://www.cprogramming.com/tutorial/modulus.html</p>
"
MC,631460,"","
<p>In Java, which of the following is not considered to be part of the signature of a method?</p>
",A,<p>Return type</p>,<p>Method name</p>,<p>Number of parameters</p>,<p>Types and order of parameters</p>,<p>All of the above are part of the signature</p>,"","","","","","<p>In Java the return type is not considered as part of the signature.&nbsp; Why should I care?&nbsp; If i want to use method overloading (have different methods with the same name) the methods must have unique signatures, and so i cannot have 2 methods with the same name that have the same number, type, and order of parameters that differ on return type.</p>"
MC,631458,"","
<p>Given the code</p>
<pre lang=""text/x-java"">int x = 27;
int y = 12;
</pre>
<p>&nbsp;</p>
<p>What is the value of the expression <code>x%y</code>?</p>
<p></p>
",C,<p>2</p>,<p>2.25</p>,<p>3</p>,<p>3.0</p>,<p>None of the above.</p>,"","","","","","<p>In Java, the % operator means ""remainder."" So this question is asking, ""What is the remainder when you divide 27 by 12?"" &nbsp; 27 - (2*12) = 3, so the answer is 3.</p>"
MC,631452,"","
<p>Given the code</p>
<pre lang=""text/x-java"">int x = 27;
int y = 12;
</pre>
<p>&nbsp;</p>
<p>What is the value of the expression &nbsp;<code>x/y</code>?</p>
",A,<p>2</p>,<p>2.25</p>,<p>3</p>,<p>3.0</p>,<p>None of the above.</p>,"","","","","","
<p>In Java, when we divide one int value by another, we get another integer. You can start by doing the usual division (which would give you 2.25 in this case) and then remove the decimal part.&nbsp;</p>
"
MC,633244,"","<p>Suppose you have a binary search tree with no right children. Furthermore, key A is considered greater than key B if A.compareTo(B) &gt;= 0. Which of the following explains how this tree may have ended up this way?</p>",E,<p>It was filled in ascending order.</p>,<p>The root value was the minimum.</p>,<p>All keys were identical.</p>,<p>The tree is a preorder tree.</p>,<p>It was filled in descending order.</p>,"","","","","","<p>If the greatest node was inserted first, with each successive node having a lesser key than its predecessor, we'd end up with all left children. Adding nodes with identical keys produces right children.</p>"
MC,634934,"","
<p>What is the logic error in the following implementation of sequential search?</p>
<p>1 &nbsp;def sequentialSearch(listOfValues):<br>2 &nbsp; &nbsp; &nbsp; target = input(""value searching for: "")<br>3 &nbsp; &nbsp; &nbsp; listSize = len(listOfValues)<br>4 &nbsp; &nbsp; &nbsp; targetFound = False<br>5 &nbsp; &nbsp; &nbsp; targetLocation = 0<br>6 &nbsp; &nbsp; &nbsp; current = 0<br>7 &nbsp; &nbsp; &nbsp; while (current &lt; listSize):<br>8 &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp;if (listOfValues[current] == target):<br>9 &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; targetFound = True<br>10 &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; targetLocation = current</p>
<p>11 &nbsp; &nbsp; &nbsp; &nbsp; &nbsp;else:</p>
<p>12 &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; targetFound = False<br>13 &nbsp; &nbsp; &nbsp; &nbsp; &nbsp;current = current + 1</p>
<p><br>14 &nbsp; &nbsp; &nbsp;if targetFound:<br>15 &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; print ""the target was found at location: "", targetLocation<br>16 &nbsp; &nbsp; &nbsp;else:<br>17 &nbsp; &nbsp; &nbsp; &nbsp; &nbsp;print ""target was not found""</p>
",C,<p>Line 10</p>,<p>Line 7</p>,<p>Lines 11-12</p>,<p>Line 8</p>,<p>None of the above.</p>,"","","","","","<p>The else clause resets&nbsp;<em>targetFound</em> if a match is ever found. &nbsp;Hence, in effect, with this else clause present, only the test with the last element in the list is ""remembered.""</p>"
MC,633255,"",<p>Which of the following lines of code will correctly read in the integer value foo?</p>,A,"<p>scanf(""%d"", &amp;foo);</p>","<p>scanf(""%f"", foo);</p>","<p>scanf(""%f"", &amp;foo);</p>","<p>scanf(""%f\n"", foo);</p>",,"","","","","","<p>(A) is the correct answer; %d is used for reading in integers. The \n in (D) is unnecessary. Finally, scanf requires a pointer to a variable's address -- hence the ampersand.</p>"
MC,632102,"",<p>A printer is shared among several computers in a network. Which data structure is proper to keep the sent prints in order to provide service in turn?</p>,A,<p>Queue</p>,<p>Stack</p>,<p>Single Linked List</p>,<p>one dimensional array</p>,,"","","","","",<p>Single Linked List</p>
